,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,12,7,7,51,16,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,11,9,,,,21,9,6,7,9,12,59,,,9,14,,83,,,14,19,,23,28,11,,,12,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,12,7,7,51,16,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,9,12,59,,,9,14,,83,,,14,19,,,28,11,,,12,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,12,7,7,51,16,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,9,12,60,,,9,14,,83,,,14,19,,,28,11,,,12,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,12,7,7,51,16,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,10,12,60,,,9,14,,83,,,14,19,,,28,11,,,12,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,12,7,7,,16,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,10,12,60,,,9,14,,83,,,14,19,,,28,11,,,12,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,12,7,7,,16,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,10,12,60,,,9,14,,84,,,14,19,,,28,11,,,12,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,12,7,7,,16,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,10,12,60,,,9,14,,84,,,14,19,,,28,11,,,12,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,12,7,7,,16,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,10,12,60,,,9,14,,84,,,14,19,,,28,11,,,12,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,12,7,7,,16,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,10,12,60,,,9,14,,84,,,14,19,,,28,11,,,12,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,12,7,7,,,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,10,12,60,,,9,14,,84,,,14,19,,,28,11,,,12,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,12,7,7,,,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,10,12,60,,,9,14,,84,,,14,19,,,30,11,,,12,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,12,7,7,,,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,10,12,60,,,9,14,,84,,,14,19,,,30,11,,,,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,13,7,7,,,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,10,12,61,,,9,14,,84,,,16,19,,,30,11,,,,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,13,7,7,,,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,10,12,61,,,9,14,,84,,,16,19,,,30,11,,,,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,13,7,7,,,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,10,12,61,,,9,14,,84,,,16,19,,,30,11,,,,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,7,8,10,,4,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,13,7,7,,,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,,12,64,,,9,14,,84,,,16,19,,,30,,,,,,,15,9,15,9,,24,,24,10,,8
,10,9,6,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,8,8,10,,,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,13,7,7,,,20,6,9,15,13,11,11,26,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,,12,64,,,9,14,,84,,,16,19,,,30,,,,,,,15,9,15,9,,24,,24,10,,8
,10,9,,9,21,21,12,,,22,,,15,7,19,,,11,,12,12,8,8,10,,,14,9,8,15,,,,11,,,10,6,21,7,,4,10,33,8,13,7,7,,,20,6,9,15,13,11,11,,,8,,13,14,9,,11,20,,9,,,,21,9,6,7,,12,64,,,9,14,,85,,,16,19,,,30,,,,,,,15,9,15,9,,24,,24,10,,8
